date_of_bite,year,month,day_of_month,number_of_bites,precipitation,temperature_max,temperature_min,foggy_or_not,temperature_avg
2023-11-21,2023,11,21,4,0.59,48,33,1,40.5
2023-11-22,2023,11,22,8,1.93,54,48,1,51.0
2023-11-23,2023,11,23,12,0.0,52,44,0,48.0
2023-11-24,2023,11,24,13,0.0,51,33,0,42.0
2023-11-25,2023,11,25,8,0.0,40,30,0,35.0
2023-11-26,2023,11,26,16,0.28,56,35,1,45.5
2023-11-27,2023,11,27,14,0.08,56,36,1,46.0
2023-11-28,2023,11,28,6,0.0,41,32,0,36.5
2023-11-29,2023,11,29,13,0.0,38,27,0,32.5
2023-11-30,2023,11,30,9,0.0,51,34,0,42.5
2023-12-01,2023,12,1,7,0.41,51,43,1,47.0
2023-12-02,2023,12,2,12,0.0,60,47,1,53.5
2023-12-03,2023,12,3,7,0.55,53,48,1,50.5
2023-12-04,2023,12,4,10,0.0,54,42,1,48.0
2023-12-05,2023,12,5,8,0.0,43,38,0,40.5
2023-12-06,2023,12,6,5,0.0,43,33,0,38.0
2023-12-07,2023,12,7,7,0.0,39,32,0,35.5
2023-12-08,2023,12,8,10,0.0,51,38,0,44.5
2023-12-09,2023,12,9,11,0.0,59,44,1,51.5
2023-12-10,2023,12,10,8,1.12,61,50,1,55.5
2023-12-11,2023,12,11,11,0.55,50,38,1,44.0
2023-12-12,2023,12,12,10,0.0,44,36,0,40.0
2023-12-13,2023,12,13,9,0.0,47,36,0,41.5
2023-12-14,2023,12,14,8,0.0,41,33,0,37.0
2023-12-15,2023,12,15,13,0.0,58,37,0,47.5
2023-12-16,2023,12,16,11,0.0,54,46,0,50.0
2023-12-17,2023,12,17,8,0.26,59,47,1,53.0
2023-12-18,2023,12,18,3,2.21,62,42,1,52.0
2023-12-19,2023,12,19,4,0.0,44,32,0,38.0
2023-12-20,2023,12,20,11,0.0,46,30,0,38.0
2023-12-21,2023,12,21,5,0.0,42,30,0,36.0
2023-12-22,2023,12,22,10,0.0,37,25,0,31.0
2023-12-23,2023,12,23,9,0.0,44,34,0,39.0
2023-12-24,2023,12,24,9,0.02,49,40,1,44.5
2023-12-25,2023,12,25,7,0.0,49,43,1,46.0
2023-12-26,2023,12,26,9,0.0,51,44,1,47.5
2023-12-27,2023,12,27,7,0.32,50,45,1,47.5
2023-12-28,2023,12,28,8,1.22,55,49,1,52.0
2023-12-29,2023,12,29,12,0.05,55,46,1,50.5
2023-12-30,2023,12,30,6,0.0,46,39,0,42.5
2023-12-31,2023,12,31,8,0.0,43,39,0,41.0
